City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,esperance,-33.8667,121.9,14.1,77,100,5.18,AU,1674066773
1,lugovoy,42.9472,72.7644,-13.19,80,4,1.53,KZ,1674066774
2,yate,51.5407,-2.4184,3.32,88,5,2.96,GB,1674066774
3,avarua,-21.2078,-159.775,24.03,94,75,7.2,CK,1674066775
4,necochea,-38.5473,-58.7368,27.64,52,100,10.41,AR,1674066607
5,nuevo progreso,23.1667,-97.95,29.38,53,23,0.89,MX,1674066775
6,rikitea,-23.1203,-134.9692,25.3,72,59,1.58,PF,1674066721
7,kosa,59.9445,54.9977,-8.73,92,100,3.42,RU,1674066776
8,monrovia,6.3005,-10.7969,29.87,83,96,4.48,LR,1674066776
9,port-gentil,-0.7193,8.7815,26.98,83,40,1.03,GA,1674066777
10,hobart,-42.8794,147.3294,10.92,72,100,6.17,AU,1674066606
11,norman wells,65.282,-126.8329,-19.98,77,75,3.6,CA,1674066777
12,ushuaia,-54.8,-68.3,18.81,48,75,7.2,AR,1674066778
13,mataura,-46.1927,168.8643,13.72,89,11,0.68,NZ,1674066778
14,guerrero negro,27.9769,-114.0611,15.84,52,100,5.66,MX,1674066778
15,casper,42.8666,-106.3131,-2.38,82,100,5.66,US,1674066779
16,nikolskoye,59.7035,30.7861,0.94,99,100,3.85,RU,1674066780
17,punta arenas,-53.15,-70.9167,21.06,46,0,12.86,CL,1674066317
18,wakkanai,45.4094,141.6739,-7.43,71,100,1.51,JP,1674066780
19,atuona,-9.8,-139.0333,25.33,79,35,7.98,PF,1674066780
20,hermanus,-34.4187,19.2345,21.0,87,43,3.98,ZA,1674066781
21,busselton,-33.65,115.3333,15.9,66,70,7.31,AU,1674066781
22,chalons-en-champagne,48.9539,4.3672,1.04,92,46,3.3,FR,1674066714
23,estelle,29.8458,-90.1067,26.0,67,100,9.26,US,1674066782
24,jamestown,42.097,-79.2353,3.34,75,100,7.2,US,1674066740
25,bredasdorp,-34.5322,20.0403,21.59,78,24,4.07,ZA,1674066783
26,ahipara,-35.1667,173.1667,18.48,85,6,3.58,NZ,1674066784
27,narni,42.5171,12.5231,8.31,89,100,1.02,IT,1674066784
28,kapaa,22.0752,-159.319,20.18,94,20,3.09,US,1674066785
29,east london,-33.0153,27.9116,27.52,61,75,6.17,ZA,1674066786
30,port alfred,-33.5906,26.891,23.43,89,100,0.89,ZA,1674066786
31,hasaki,35.7333,140.8333,5.12,60,100,8.62,JP,1674066788
32,guarda,40.5373,-7.2658,1.28,86,13,4.35,PT,1674066789
33,ancud,-41.8697,-73.8203,19.56,57,100,3.16,CL,1674066789
34,saint george,37.1041,-113.5841,7.46,54,0,2.57,US,1674066790
35,kargil,34.5667,76.1,-18.13,85,100,0.34,IN,1674066790
36,dikson,73.5069,80.5464,-27.55,82,100,2.79,RU,1674066790
37,nouakchott,18.0858,-15.9785,30.96,40,4,4.64,MR,1674066791
38,vaini,-21.2,-175.2,22.09,94,20,0.0,TO,1674066792
39,baykit,61.67,96.37,-43.09,100,56,0.62,RU,1674066793
40,new norfolk,-42.7826,147.0587,10.72,61,29,0.89,AU,1674066793
41,homer,59.6425,-151.5483,-0.67,94,100,2.24,US,1674066794
42,airai,-8.9266,125.4092,16.09,94,100,0.98,TL,1674066795
43,butaritari,3.0707,172.7902,27.16,79,10,6.83,KI,1674066795
44,urucara,-2.5364,-57.76,24.45,89,100,1.79,BR,1674066763
45,albany,42.6001,-73.9662,5.93,81,100,5.08,US,1674066643
46,komsomolskiy,40.4272,71.7189,-6.6,79,100,2.06,UZ,1674066797
47,chaman,30.9236,66.4512,4.07,93,100,1.32,PK,1674066798
48,petropavlovsk-kamchatskiy,53.0452,158.6483,-10.67,41,75,9.0,RU,1674066738
49,gladstone,-23.85,151.25,20.96,83,41,2.06,AU,1674066799
50,wanganui,-39.9333,175.05,13.66,90,100,2.24,NZ,1674066800
51,kahului,20.8947,-156.47,26.02,88,0,2.57,US,1674066800
52,thompson,55.7435,-97.8558,-8.91,86,100,2.06,CA,1674066801
53,santiago,-33.4569,-70.6483,34.6,28,0,7.72,CL,1674066735
54,mecca,21.4267,39.8261,23.55,44,5,1.59,SA,1674066732
55,bambous virieux,-20.3428,57.7575,27.14,83,75,8.23,MU,1674066803
56,namibe,-15.1961,12.1522,23.51,76,100,3.77,AO,1674066804
57,havre-saint-pierre,50.2334,-63.5986,2.2,93,100,3.09,CA,1674066804
58,luba,3.4568,8.5547,28.94,85,100,4.06,GQ,1674066805
59,cidreira,-30.1811,-50.2056,23.83,85,100,6.18,BR,1674066806
60,jati,24.3539,68.2671,18.6,20,74,3.05,PK,1674066807
61,saskylakh,71.9167,114.0833,-36.96,100,65,2.14,RU,1674066808
62,bethel,41.3712,-73.414,10.05,53,75,4.12,US,1674066809
63,vilhena,-12.7406,-60.1458,23.12,94,75,2.06,BR,1674066810
64,hami,42.8,93.45,-10.2,47,0,0.46,CN,1674066810
65,bluff,-46.6,168.3333,13.55,88,36,2.17,NZ,1674066811
66,richards bay,-28.783,32.0377,26.71,72,4,6.55,ZA,1674066811
67,clyde river,70.4692,-68.5914,-31.87,68,0,3.09,CA,1674066812
68,faya,18.3851,42.4509,14.06,71,57,0.87,SA,1674066812
69,ewa beach,21.3156,-158.0072,23.9,73,100,2.06,US,1674066812
70,haines city,28.1142,-81.6179,25.68,53,0,4.12,US,1674066650
71,terrace,54.5163,-128.6035,1.95,93,75,8.23,CA,1674066623
72,nanortalik,60.1432,-45.2371,-1.8,70,100,5.6,GL,1674066813
73,cherskiy,68.75,161.3,-39.24,97,100,1.59,RU,1674066813
74,san patricio,28.017,-97.5169,28.92,59,86,5.51,US,1674066814
75,san quintin,30.4833,-115.95,14.16,52,100,0.96,MX,1674066814
76,marzuq,14.4,46.4667,17.89,40,5,1.67,YE,1674066815
77,umm kaddadah,13.6017,26.6876,19.98,16,100,5.71,SD,1674066815
78,ribeira grande,38.5167,-28.7,15.43,72,40,1.54,PT,1674066815
79,san jose,37.3394,-121.895,12.39,73,40,2.06,US,1674066348
80,itinga,-16.6131,-41.7653,28.71,67,9,0.1,BR,1674066816
81,tura,25.5198,90.2201,11.14,55,0,1.49,IN,1674066816
82,bocana de paiwas,12.7857,-85.1227,26.98,63,17,3.58,NI,1674066817
83,waipawa,-41.4122,175.5153,14.39,90,23,1.87,NZ,1674066817
84,saint-philippe,-21.3585,55.7679,26.77,91,100,6.63,RE,1674066817
85,port elizabeth,-33.918,25.5701,24.62,86,20,3.09,ZA,1674066521
86,tateyama,34.9833,139.8667,7.28,77,100,7.97,JP,1674066818
87,ponta do sol,32.6667,-17.1,17.62,66,62,4.37,PT,1674066818
88,tongliao,43.6125,122.2653,-9.95,66,9,3.07,CN,1674066819
89,rafaela,-31.2503,-61.4867,29.43,42,100,3.55,AR,1674066819
90,barrow,71.2906,-156.7887,-20.99,84,75,8.75,US,1674066820
91,nelson,-41.2833,173.2833,15.16,81,0,0.89,NZ,1674066820
92,biak,-0.9131,122.8766,24.47,83,97,1.8,ID,1674066821
93,amahai,-3.3333,128.9167,25.62,84,94,2.39,ID,1674066821
94,surgut,61.25,73.4167,-12.9,84,40,4.02,RU,1674066822
95,roald,62.5833,6.1333,3.08,87,75,4.12,NO,1674066822
96,dunedin,-45.8742,170.5036,15.72,86,50,0.56,NZ,1674066605
97,faanui,-16.4833,-151.75,26.8,74,18,6.67,PF,1674066823
98,imbituba,-28.24,-48.6703,25.63,87,83,2.88,BR,1674066823
99,geraldton,-28.7667,114.6,22.23,78,40,4.12,AU,1674066824
100,hlatikulu,-26.9667,31.3167,18.43,90,3,2.06,SZ,1674066824
101,sola,-13.8833,167.55,25.62,92,100,14.43,VU,1674066824
102,sioux lookout,50.1001,-91.917,-11.96,85,100,1.03,CA,1674066825
103,cairns,-16.9167,145.7667,25.04,91,100,4.12,AU,1674066531
104,muros,42.7762,-9.0603,6.72,91,49,6.99,ES,1674066825
105,russellville,35.2784,-93.1338,15.66,87,100,7.72,US,1674066573
106,longyearbyen,78.2186,15.6401,-14.09,72,0,4.63,SJ,1674066826
107,sofiyivka,48.0493,33.8746,8.29,80,100,8.42,UA,1674066827
108,hithadhoo,-0.6,73.0833,27.7,71,10,4.06,MV,1674066827
109,duki,30.1541,68.5728,6.36,70,99,1.32,PK,1674066827
110,quatre cocos,-20.2078,57.7625,27.06,88,100,7.9,MU,1674066828
111,joshimath,30.5667,79.5667,5.27,45,100,2.0,IN,1674066828
112,seoul,37.5683,126.9778,-5.31,80,0,1.03,KR,1674066245
113,castro,-24.7911,-50.0119,22.27,87,98,3.12,BR,1674066829
114,tuktoyaktuk,69.4541,-133.0374,-13.0,85,100,2.57,CA,1674066829
115,bontang,0.1333,117.5,24.95,84,97,1.6,ID,1674066830
116,leningradskiy,69.3833,178.4167,-28.6,98,100,10.13,RU,1674066562
117,poum,-20.2333,164.0167,25.97,78,66,6.88,NC,1674066830
118,santa maria,-29.6842,-53.8069,32.61,52,20,6.69,BR,1674066541
119,moerai,-22.4333,-151.3333,25.68,80,100,7.06,PF,1674066831
120,kodiak,57.79,-152.4072,-6.27,93,0,2.06,US,1674066831
121,padang,-0.9492,100.3543,24.45,87,100,1.76,ID,1674066832
122,provideniya,64.3833,-173.3,-28.7,90,9,3.81,RU,1674066832
123,takoradi,4.8845,-1.7554,27.06,80,90,4.49,GH,1674066832
124,puerto escondido,15.85,-97.0667,28.46,65,0,4.12,MX,1674066777
125,puerto ayora,-0.7393,-90.3518,27.98,90,94,2.68,EC,1674066685
126,falam,22.9167,93.6833,5.68,52,6,1.61,MM,1674066833
127,mar del plata,-38.0023,-57.5575,26.57,83,100,10.29,AR,1674066660
128,sorong,-0.8833,131.25,26.9,80,100,4.53,ID,1674066834
129,tongchuan,35.0806,109.0897,-0.53,28,100,1.34,CN,1674066834
130,broken hill,-31.95,141.4333,14.93,65,21,10.24,AU,1674066834
131,pingliang,35.5392,106.6861,-5.64,51,31,2.81,CN,1674066835
132,albina,5.5,-54.05,27.08,72,37,2.93,SR,1674066835
133,lorengau,-2.0226,147.2712,26.95,80,100,3.91,PG,1674066836
134,worthing,50.8145,-0.3713,3.27,83,0,3.09,GB,1674066836
135,itupiranga,-5.1347,-49.3267,26.18,96,100,0.68,BR,1674066837
136,yellowknife,62.456,-114.3525,-10.71,92,100,3.6,CA,1674066837
137,payakumbuh,-0.2202,100.6308,21.02,97,100,0.91,ID,1674066838
138,gallup,35.5281,-108.7426,-1.58,77,74,1.34,US,1674066838
139,san francisco,37.7749,-122.4194,12.19,84,40,4.63,US,1674066231
140,forbes,-33.3833,148.0167,21.07,73,100,5.13,AU,1674066839
141,skorodnoye,51.071,37.2276,0.95,91,100,8.4,RU,1674066839
142,chuy,-33.6971,-53.4616,26.0,56,53,6.67,UY,1674066839
143,shiyan,32.6475,110.7781,3.25,44,90,2.02,CN,1674066840
144,leh,34.1667,77.5833,-14.67,62,100,0.27,IN,1674066840
145,manono,-7.3,27.4167,19.9,95,84,0.27,CD,1674066841
146,danane,7.2596,-8.155,25.46,23,61,0.4,CI,1674066841
147,havelock,34.8791,-76.9013,21.1,59,20,4.12,US,1674066841
148,huaidian,33.4333,115.0333,1.0,56,100,3.41,CN,1674066842
149,kanigoro,-8.13,112.219,23.07,94,100,0.05,ID,1674066843
150,kualakapuas,-3.0091,114.3876,22.9,97,100,1.01,ID,1674066844
151,navoi,40.0844,65.3792,-12.29,72,1,2.06,UZ,1674066845
152,mount pleasant,32.7941,-79.8626,22.27,74,0,1.79,US,1674066626
153,kargasok,59.0556,80.8572,-20.46,100,100,1.85,RU,1674066729
154,chokurdakh,70.6333,147.9167,-33.98,99,63,3.63,RU,1674066846
155,broome,42.2506,-75.833,5.66,82,100,4.63,US,1674066848
156,palakkad,10.7833,76.65,22.99,78,100,4.45,IN,1674066848
157,kizema,61.113,44.8302,-2.01,94,100,3.85,RU,1674066849
158,tasiilaq,65.6145,-37.6368,-14.91,70,100,2.58,GL,1674066849
159,luanda,-8.8368,13.2343,28.0,74,75,4.12,AO,1674066625
160,virginia beach,36.8529,-75.978,18.92,50,75,7.72,US,1674066683
161,dong xoai,11.5333,106.9167,21.41,70,100,2.37,VN,1674066852
162,key west,24.5557,-81.7826,26.0,65,40,6.17,US,1674066574
163,tuy hoa,13.0833,109.3,20.79,88,100,5.11,VN,1674066854
164,georgetown,5.4112,100.3354,27.96,78,20,3.6,MY,1674066604
165,qaanaaq,77.484,-69.3632,-29.15,95,100,1.99,GL,1674066855
166,suluova,40.8313,35.6479,3.92,75,0,2.06,TR,1674066856
167,cape town,-33.9258,18.4232,23.38,72,40,3.09,ZA,1674066749
168,dingle,10.9995,122.6711,23.83,93,100,3.49,PH,1674066858
169,egvekinot,66.3167,-179.1667,-28.44,88,100,3.43,RU,1674066859
170,aleksandrovsk,59.158,57.5624,-11.22,64,100,2.69,RU,1674066859
171,la ronge,55.1001,-105.2842,-9.86,85,100,3.09,CA,1674066623
172,fortuna,40.5982,-124.1573,10.75,87,100,8.23,US,1674066861
173,hilo,19.7297,-155.09,29.04,76,0,3.6,US,1674066861
174,roma,43.2128,-75.4557,4.1,94,100,4.63,US,1674066723
175,carnarvon,-24.8667,113.6333,25.1,76,3,5.33,AU,1674066862
176,iqaluit,63.7506,-68.5145,-24.06,76,20,2.06,CA,1674066864
177,khatanga,71.9667,102.5,-32.91,100,79,2.9,RU,1674066865
178,lebu,-37.6167,-73.65,19.03,64,2,3.9,CL,1674066866
179,srednekolymsk,67.45,153.6833,-39.71,98,100,1.93,RU,1674066866
180,wentzville,38.8114,-90.8529,4.41,92,100,3.13,US,1674066867
181,decatur,39.8403,-88.9548,2.36,100,100,6.17,US,1674066867
182,preili,56.2944,26.7246,3.04,98,100,5.01,LV,1674066868
183,touros,-5.1989,-35.4608,28.2,66,97,5.81,BR,1674066869
184,husavik,66.0449,-17.3389,-3.01,74,100,7.09,IS,1674066870
185,rosetta,31.4044,30.4164,15.27,77,0,5.88,EG,1674066872
186,vero beach,27.6386,-80.3973,26.13,58,0,6.17,US,1674066864
187,vardo,70.3705,31.1107,0.99,69,20,11.83,NO,1674066873
188,mount gambier,-37.8333,140.7667,12.81,53,94,4.0,AU,1674066873
189,manadhoo,5.7667,73.3833,27.34,76,99,9.36,MV,1674066874
190,puerto leguizamo,-0.1934,-74.7819,29.74,58,100,1.17,CO,1674066875
191,bairiki,1.3292,172.9752,25.0,100,75,3.6,KI,1674066875
192,saint-francois,46.4154,3.9054,-0.31,86,75,1.54,FR,1674066875
193,kyrylivka,46.3759,35.3675,7.32,87,100,9.35,UA,1674066876
194,tiksi,71.6872,128.8694,-32.82,100,100,0.66,RU,1674066877
195,bathsheba,13.2167,-59.5167,29.34,58,40,7.72,BB,1674066877
196,kaoma,-14.7833,24.8,18.93,96,100,2.04,ZM,1674066877
197,tilichiki,60.4667,166.1,-22.37,95,100,3.8,RU,1674066878
198,vanimo,-2.6741,141.3028,24.62,90,100,3.92,PG,1674066878
199,carauari,-4.8828,-66.8958,27.26,85,87,1.13,BR,1674066878
200,bengkulu,-3.8004,102.2655,23.6,93,100,3.26,ID,1674066879
201,oum hadjer,13.2954,19.6966,26.24,16,98,3.43,TD,1674066879
202,abu kamal,34.4506,40.9171,12.52,68,0,3.34,SY,1674066880
203,fairbanks,64.8378,-147.7164,-26.62,75,40,0.0,US,1674066880
204,soe,-9.8607,124.284,18.82,93,100,1.44,ID,1674066881
205,elizabethtown,37.694,-85.8591,13.34,62,75,2.57,US,1674066882
206,conde,-7.2597,-34.9075,23.7,94,100,3.09,BR,1674066882
207,lompoc,34.6391,-120.4579,11.63,70,75,2.57,US,1674066681
208,hay river,60.8156,-115.7999,-15.01,85,75,1.03,CA,1674066882
209,kikwit,-5.041,18.8162,22.92,76,71,0.63,CD,1674066883
210,sobolevo,54.4299,31.8996,3.42,99,100,9.09,RU,1674066884
211,san luis,-33.295,-66.3356,28.14,46,57,2.46,AR,1674066599
212,lebanon,36.2081,-86.2911,20.02,87,100,4.63,US,1674066675
213,jacareacanga,-6.2222,-57.7528,23.88,84,100,1.21,BR,1674066884
214,kodinsk,58.6881,99.1844,-43.83,100,50,1.43,RU,1674066885
215,itoman,26.1247,127.6694,16.01,64,75,6.17,JP,1674066885
216,severo-kurilsk,50.6789,156.125,-9.15,61,100,11.29,RU,1674066886
217,mahebourg,-20.4081,57.7,27.16,83,75,8.23,MU,1674066886
218,teya,60.3778,92.6267,-36.08,100,100,1.14,RU,1674066886
219,zhigansk,66.7697,123.3711,-51.67,99,51,2.16,RU,1674066887
220,taoudenni,22.6783,-3.9836,23.15,13,100,4.2,ML,1674066887
221,acarau,-2.8856,-40.12,27.96,71,73,7.18,BR,1674066887
222,kaitangata,-46.2817,169.8464,14.16,91,50,1.24,NZ,1674066888
223,rhyl,53.3196,-3.4886,6.06,80,37,5.6,GB,1674066888
224,alofi,-19.0595,-169.9187,25.94,94,42,2.06,NU,1674066889
225,jurado,7.1053,-77.7641,26.58,86,41,2.2,CO,1674066889
226,tocopilla,-22.092,-70.1979,23.45,70,26,4.55,CL,1674066889
227,kambove,-10.8764,26.5969,15.96,96,87,0.73,CD,1674066890
228,shirokovskiy,58.8424,57.7832,-11.69,98,100,1.61,RU,1674066890
229,pevek,69.7008,170.3133,-36.87,100,100,0.93,RU,1674066891
230,ishimbay,53.4545,56.0415,-20.52,91,4,1.02,RU,1674066891
231,saldanha,-33.0117,17.9442,21.03,96,49,4.32,ZA,1674066892
232,margate,51.3813,1.3862,1.5,82,2,0.89,GB,1674066892
233,qandala,11.472,49.8728,23.85,65,28,2.73,SO,1674066893
234,northam,51.0333,-4.2167,4.78,85,8,7.8,GB,1674066893
235,porto novo,6.4965,2.6036,28.9,77,7,3.31,BJ,1674066657
236,narsaq,60.9167,-46.05,-5.88,83,100,3.77,GL,1674066894
237,rairangpur,22.2676,86.1751,15.63,65,1,1.01,IN,1674066894
238,ambuclao,16.4833,120.75,19.1,95,62,2.22,PH,1674066895
239,abong mbang,3.9833,13.1833,23.06,34,100,1.02,CM,1674066895
240,wasserbillig,49.71,6.5003,0.26,86,100,2.77,LU,1674066895
241,galle,6.0367,80.217,22.4,85,99,5.07,LK,1674066698
242,ust-kuyga,70.0167,135.6,-40.82,100,97,1.01,RU,1674066896
243,zhangye,38.9342,100.4517,-14.06,75,5,1.72,CN,1674066896
244,tiarei,-17.5333,-149.3333,28.01,73,30,6.78,PF,1674066897
245,baruun-urt,46.6806,113.2792,-17.55,85,100,1.85,MN,1674066897
246,kruisfontein,-34.0033,24.7314,24.44,66,100,3.37,ZA,1674066898
247,matara,5.9485,80.5353,24.01,72,100,7.3,LK,1674066699
248,abu zabad,12.35,29.25,21.95,22,98,6.13,SD,1674066899
249,atar,20.5169,-13.0499,22.29,25,8,4.12,MR,1674066899
250,kavieng,-2.5744,150.7967,27.79,76,92,4.8,PG,1674066899
251,souillac,-20.5167,57.5167,27.21,83,75,8.23,MU,1674066900
252,naze,28.3667,129.4833,12.51,70,96,4.42,JP,1674066900
253,caparrapi,5.3464,-74.4915,24.07,72,63,1.29,CO,1674066901
254,khartoum,15.5518,32.5324,26.12,36,21,4.69,SD,1674066901
255,sept-iles,50.2001,-66.3821,2.29,87,100,1.54,CA,1674066901
256,gizo,-8.103,156.8419,27.93,79,82,7.83,SB,1674066903
257,bonavista,48.6499,-53.1147,2.84,94,100,8.26,CA,1674066904
258,itarema,-2.9248,-39.9167,27.88,70,68,6.64,BR,1674066904
259,vestmanna,62.1564,-7.1664,1.51,87,100,13.38,FO,1674066905
260,nador,35.174,-2.9287,14.14,47,40,8.23,MA,1674066906
261,kalabo,-14.97,22.6814,20.07,93,99,2.61,ZM,1674066906
262,bilma,18.6853,12.9164,19.58,16,53,2.12,NE,1674066907
263,vitoria da conquista,-14.8661,-40.8394,24.86,62,27,2.51,BR,1674066907
264,pitimbu,-7.4706,-34.8086,24.33,74,87,5.61,BR,1674066908
265,ilulissat,69.2167,-51.1,-34.23,69,3,3.02,GL,1674066909
266,kirakira,-10.4544,161.9205,26.46,84,94,5.58,SB,1674066909
267,akyab,20.15,92.9,18.28,64,2,5.03,MM,1674066910
268,saint-pierre,-21.3393,55.4781,29.2,78,75,9.26,RE,1674066911
269,grindavik,63.8424,-22.4338,-6.74,79,0,3.09,IS,1674066912
270,koutiala,12.3917,-5.4642,27.36,11,0,3.76,ML,1674066912
271,hamilton,39.1834,-84.5333,8.85,72,0,2.57,US,1674066913
272,baoning,25.3378,110.026,7.92,61,75,2.0,CN,1674066914
273,labuhan,-6.8844,112.2051,24.48,92,100,4.53,ID,1674066914
274,surt,31.2089,16.5887,18.13,33,100,6.33,LY,1674066914
275,khasan,42.4308,130.6434,-7.17,88,87,2.2,RU,1674066915
276,zhangjiakou,40.81,114.8794,-12.14,81,10,1.26,CN,1674066916
277,kouqian,43.6391,126.4578,-7.49,83,100,6.55,CN,1674066916
278,codrington,-38.2667,141.9667,13.53,54,100,6.66,AU,1674066917
279,kalmunai,7.4167,81.8167,25.06,64,100,4.3,LK,1674066917
280,champerico,14.3,-91.9167,32.3,56,6,4.07,GT,1674066918
281,taunggyi,20.7833,97.0333,8.76,61,99,0.66,MM,1674066918
